thumb_cmc_spread,thumb_cmc_stretch,thumb_mcp_stretch,thumb_ip_stretch,index_mcp_spread,index_mcp_stretch,index_pip_stretch,index_dip_stretch,middle_mcp_spread,middle_mcp_stretch,middle_pip_stretch,middle_dip_stretch,ring_mcp_spread,ring_mcp_stretch,ring_pip_stretch,ring_dip_stretch,pinky_mcp_spread,pinky_mcp_stretch,pinky_pip_stretch,pinky_dip_stretch
45.74,11.61,5.13,11.61,-0.66,48.74,42.67,32,-6.42,35.11,3.68,2.76,-4.99,5.25,0.54,0.41,-29.87,-2.85,0.36,0.27
45.79,11.49,5.13,11.61,-0.65,48.71,42.68,32.01,-6.39,35.09,3.69,2.76,-4.94,5.22,0.54,0.4,-29.8,-2.93,0.36,0.27
45.75,11.65,5.13,11.61,-0.66,48.7,42.66,32,-6.42,35.07,3.69,2.76,-5.01,5.41,0.53,0.4,-29.8,-2.8,0.36,0.27
45.69,11.44,5.13,11.61,-0.65,48.65,42.64,31.98,-6.36,35.16,3.69,2.76,-4.91,5.45,0.54,0.41,-29.91,-3.06,0.36,0.27
45.72,11.61,5.13,11.61,-0.66,48.63,42.63,31.98,-6.34,35.15,3.69,2.77,-4.87,5.37,0.54,0.4,-30,-3.22,0.36,0.27
45.72,11.49,5.13,11.59,-0.67,48.6,42.63,31.97,-6.34,35.18,3.69,2.77,-4.85,5.23,0.54,0.41,-30.01,-3.36,0.36,0.27
45.69,11.46,5.13,11.59,-0.66,48.59,42.64,31.98,-6.38,35.26,3.69,2.76,-4.92,5.19,0.54,0.4,-29.95,-3.36,0.36,0.27
45.76,11.53,5.13,11.59,-0.69,48.7,42.63,31.98,-6.42,35.29,3.69,2.77,-4.99,5.28,0.54,0.4,-30,-3.38,0.36,0.27
45.79,11.51,5.13,11.59,-0.69,48.69,42.63,31.97,-6.4,35.28,3.69,2.77,-4.96,5.31,0.53,0.4,-29.97,-3.33,0.36,0.27
45.73,11.51,5.13,11.58,-0.7,48.71,42.63,31.97,-6.39,35.3,3.69,2.77,-4.94,5.19,0.54,0.41,-29.96,-3.39,0.36,0.27
45.79,11.51,5.13,11.55,-0.7,48.73,42.63,31.97,-6.38,35.34,3.69,2.76,-4.91,5.12,0.53,0.4,-29.91,-3.34,0.36,0.27
45.79,11.45,5.13,11.55,-0.71,48.8,42.62,31.96,-6.37,35.4,3.69,2.76,-4.89,5.05,0.53,0.4,-29.84,-3.2,0.36,0.27
45.76,11.4,5.13,11.54,-0.7,48.79,42.6,31.95,-6.31,35.42,3.69,2.76,-4.77,4.98,0.53,0.4,-29.76,-3.13,0.37,0.28
45.77,11.43,5.06,11.52,-0.69,48.8,42.6,31.95,-6.28,35.43,3.69,2.76,-4.71,4.83,0.53,0.4,-29.77,-3.02,0.37,0.28
45.78,11.43,5.06,11.52,-0.71,48.76,42.6,31.95,-6.28,35.38,3.69,2.76,-4.71,4.83,0.53,0.4,-29.71,-3.04,0.36,0.27
45.73,11.42,5.06,11.52,-0.72,48.74,42.58,31.93,-6.28,35.4,3.69,2.77,-4.71,4.84,0.54,0.41,-29.73,-3.05,0.36,0.27
45.8,11.41,5.06,11.52,-0.72,48.71,42.58,31.93,-6.25,35.38,3.69,2.76,-4.66,4.77,0.54,0.41,-29.75,-2.92,0.36,0.27
45.84,11.33,5.06,11.52,-0.71,48.84,42.57,31.93,-6.21,35.35,3.69,2.76,-4.58,4.68,0.54,0.4,-29.72,-2.85,0.36,0.27
45.81,11.36,5,11.5,-0.72,48.94,42.54,31.9,-6.22,35.42,3.69,2.77,-4.59,4.62,0.55,0.41,-29.72,-2.82,0.36,0.27
45.8,11.3,5,11.49,-0.73,48.96,42.53,31.9,-6.21,35.44,3.71,2.78,-4.55,4.55,0.55,0.41,-29.7,-2.79,0.36,0.27
45.81,11.28,4.96,11.48,-0.73,48.97,42.53,31.9,-6.21,35.46,3.71,2.78,-4.56,4.51,0.55,0.41,-29.72,-2.8,0.36,0.27
45.79,11.29,4.93,11.46,-0.74,49,42.52,31.89,-6.21,35.51,3.72,2.79,-4.56,4.5,0.55,0.41,-29.67,-2.81,0.36,0.27
45.78,11.21,4.96,11.46,-0.75,49.01,42.53,31.9,-6.19,35.52,3.72,2.79,-4.52,4.5,0.55,0.41,-29.65,-2.84,0.36,0.27
45.78,11.21,4.93,11.44,-0.73,49.02,42.54,31.91,-6.2,35.55,3.72,2.79,-4.53,4.48,0.55,0.41,-29.67,-2.92,0.36,0.27
45.84,11.21,4.93,11.44,-0.76,49.06,42.52,31.89,-6.16,35.52,3.72,2.79,-4.45,4.32,0.55,0.41,-29.55,-2.96,0.36,0.27
45.85,11.18,4.93,11.42,-0.75,49.14,42.52,31.89,-6.09,35.54,3.72,2.79,-4.31,4.05,0.55,0.41,-29.48,-3.1,0.36,0.27
45.88,10.78,4.93,11.42,-0.69,49.55,42.49,31.86,-5.82,35.89,3.73,2.8,-3.69,2.66,0.55,0.41,-28.83,-3.28,0.36,0.27
45.92,12.07,4.93,11.4,-0.41,49.72,42.47,31.85,-5.4,35.82,3.86,2.9,-2.74,1.02,0.55,0.41,-27.68,-3.26,0.36,0.27
45.97,10.9,4.93,11.4,-0.46,50.42,42.36,31.77,-5.26,36.02,3.9,2.92,-2.33,-0.34,0.56,0.42,-26.97,-3.39,0.36,0.27
45.82,11.52,4.93,11.4,-0.14,51.03,42.33,31.75,-4.94,35.68,4.85,3.64,-1.31,-4.02,0.56,0.42,-25.21,-4.37,0.36,0.27
45.85,11.66,4.93,11.4,-0.02,51.51,42.23,31.68,-5.07,35.8,4.68,3.51,-1.15,-7.69,0.56,0.42,-26.55,-9.16,0.36,0.27
46.48,13.1,4.93,11.42,0.26,52.05,42.05,31.54,-5.5,35.16,4.54,3.4,-1.59,-11.86,0.56,0.42,-29.43,-14.46,0.35,0.26
47.4,14.06,4.95,11.55,0.51,53.59,40.49,30.37,-5.8,32.64,2.93,2.2,-1.84,-15.85,0.43,0.32,-32.44,-14.48,0.34,0.25
48.61,14.19,5.22,11.56,0.47,56.79,37.52,28.14,-6.69,29.06,2.2,1.65,-4.12,-21.33,0.19,0.14,-35.34,-13.89,0.24,0.18
49.43,14.68,5.7,11.52,0.28,57.98,35.02,26.27,-6.98,28.9,1.88,1.41,-3.74,-21.17,0.08,0.06,-34.7,-12.26,0.07,0.06
49.95,14.7,5.97,11.33,0.81,61.81,32.62,24.46,-7.41,29.22,1.56,1.17,-4.69,-19.79,0,0,-36.51,-13.62,0.02,0.02
50.18,15.83,5.94,10.97,0.73,62.97,31.62,23.72,-7.55,28.24,1.46,1.09,-5.01,-18.45,0,0,-37.74,-19.26,0.03,0.02
50.52,17.03,5.77,10.71,0.7,62.92,30.78,23.08,-7.1,27.09,1.39,1.04,-3.97,-19.75,0,0,-37.33,-24.55,0.04,0.03
50.89,18.52,5.72,10.97,0.76,62.57,30.71,23.03,-6.41,24.39,1.25,0.94,-2.49,-20.48,0,0,-36.89,-27.71,0.06,0.04
51.06,18.18,5.58,11.15,0.74,62.27,30.42,22.81,-6.49,23.84,1.18,0.89,-2.7,-19.61,0.1,0.07,-36.89,-27.04,0.28,0.21
51.46,18.19,5.23,12.47,0.78,61.14,30.63,22.97,-7.44,21.59,1.15,0.86,-4.75,-14.54,0.26,0.19,-37.8,-21,0.28,0.21
51.61,15.16,4.93,12.42,0.6,60.11,30.77,23.07,-10.73,17.1,1.11,0.83,-10.07,-7.31,0.25,0.19,-39.93,-17.78,0.27,0.2
51.51,14.17,5.06,12.37,0.34,59.62,31.82,23.86,-12.68,15.25,1.05,0.79,-12.7,-4.09,0.23,0.17,-39.15,-13.27,0.09,0.07
51.08,11.22,5.01,11.79,0.1,59.34,32.19,24.14,-14.45,15.5,1.09,0.82,-14.89,6.9,0.02,0,-35.99,-0.87,0.09,0.07
51.4,11.29,5.39,11.27,0.5,64.57,32.1,24.08,-12.86,20.87,1.18,0.88,-13.47,16.29,0,0,-33.11,6.85,0.12,0.09
51.74,12.03,5.76,10.63,0.46,65.61,32.59,24.44,-12.11,25.3,1.69,1.27,-13.04,22.46,0,0,-32.31,9.74,0.3,0.22
51.85,13.12,6.03,10.41,0.42,66.86,32.94,24.71,-11.4,27.74,2.41,1.81,-12.46,25.48,0,0.02,-32.61,10.34,0.53,0.4
51.97,15.51,7.65,10.39,0.32,68.51,32.37,24.28,-10.22,35.63,2.92,2.19,-11.85,28.98,0.12,0.09,-34.14,8.37,1.36,1.02
52.11,16.93,8.32,10.42,0.3,69.07,31.82,23.86,-9.09,37.14,3.59,2.69,-10.71,33.61,0.51,0.38,-35.22,7.84,1.53,1.15
52.06,18.6,8.91,10.62,0.29,69.43,31.63,23.72,-8.38,42.41,3.6,2.7,-10.34,37.27,1.21,0.91,-35.31,8.71,1.6,1.2
51.83,20.03,9.71,10.95,0.27,69.81,31.04,23.28,-8.01,45.04,3.64,2.73,-10.09,38.51,1.47,1.1,-35.39,9.84,1.61,1.21
51.45,19.76,9.65,11.18,0.23,69.76,30.61,22.96,-7.56,46.18,3.73,2.79,-9.59,39.02,1.83,1.38,-29.74,22.13,1.7,1.28
50.55,19.35,9.63,11.17,0.23,69.93,29.44,22.08,-7.05,45.92,3.6,2.7,-9.07,41.03,2.2,1.65,-17.86,49.52,1.86,1.4
50.07,18.88,8.77,11.11,0.22,70.2,28.4,21.3,-6.98,47.27,3.54,2.65,-8.92,39.84,2.84,2.13,-18.15,49.96,2.84,2.13
49.75,18.56,8.75,10.77,0.19,70.45,28.48,21.36,-5.48,56.51,2.91,2.18,-8.34,53.33,2.97,2.23,-13.65,52.31,3.46,2.59
49.71,18.02,8.83,10.61,0.13,71.16,28.02,21.02,-5.84,66.95,2.71,2.04,-12.71,63.25,2.96,2.22,-20.16,53.12,3.47,2.61
49.65,17.93,9,10.45,0.11,72.04,29.56,22.17,-5.91,65.9,6.56,4.92,-12.68,66.92,2.71,2.03,-20.96,55.64,3.57,2.68
49.57,18.67,9.97,10.42,0.11,72.43,28.96,21.72,-5.95,67.49,6.45,4.84,-12.7,64.84,2.44,1.83,-21.17,55.03,3.56,2.67
49.61,19.17,10.37,10.42,0.1,72.59,28.81,21.61,-5.97,67.99,6.43,4.82,-12.66,62.92,2.39,1.8,-21.01,54.61,3.55,2.66
49.58,19.41,10.41,10.41,0.1,72.89,28.25,21.18,-5.99,68.31,6.37,4.78,-12.73,61.03,2.39,1.79,-20.84,53.19,3.34,2.51
49.69,19.56,10.41,10.41,0.1,73.19,27.8,20.85,-6.01,68.18,6.32,4.74,-12.69,57.6,2.38,1.78,-13.04,52.65,2.64,1.98
49.45,19.38,10.47,10.42,0.1,73.18,27.16,20.37,-6.05,67.43,6.23,4.67,-12.74,57.64,2.32,1.74,-13.32,52.39,1.85,1.38
49.21,18.83,10.47,10.42,0.09,73.08,26.9,20.18,-6.1,66.79,6.12,4.59,-12.59,58.32,1.96,1.47,-12.75,52.36,1.65,1.23
48.65,17.74,10.37,10.41,0.09,72.21,27.65,20.74,-6.14,66.34,6.08,4.56,-12.48,59.09,1.96,1.47,-12.49,52.45,1.64,1.23
48.43,17.26,10.37,10.38,0.07,71.61,30.57,22.93,-6.13,69.34,6.16,4.62,-12.46,60.82,1.96,1.47,-12.68,53.98,1.69,1.26
47.9,16.68,10.34,10.37,0.05,70.48,33.46,25.1,-6.13,68.26,6.22,4.67,-12.51,60.93,2.08,1.56,-12.97,54.99,1.95,1.46
47.03,16.12,9.94,10.34,0,69.24,36.41,27.3,-6.18,68.62,6.15,4.61,-12.46,59.32,2.12,1.59,-13.45,53.54,2.33,1.75
46.52,15.06,9.91,10.33,0.06,69.46,38.46,28.85,-6.23,66.61,6.27,4.7,-12.29,55.79,2.2,1.65,-13.35,49.33,2.32,1.74
47.26,17.76,10.36,10.47,0.37,69.23,38.13,28.59,-6.32,61.36,4.86,3.64,-10.54,48.59,2.13,1.6,-11.34,43.3,2.3,1.73
47.52,17.79,10.35,10.57,0.41,69.12,37.6,28.2,-6.38,59.34,3.83,2.88,-10.34,46.8,2.12,1.59,-10.96,41.28,2.07,1.55
47.63,18.38,10.52,11.7,1.02,66.29,36.1,27.08,-5.41,54.57,2.47,1.86,-6.86,40.92,1.44,1.08,-7.73,36.56,1.65,1.24
48.2,19.5,10.34,11.81,0.05,66.13,34.88,26.16,-3.58,47.62,1.84,1.38,-3.48,34.07,1.3,0.97,-5.1,32.21,1.56,1.17
48.02,20.15,10.15,11.87,0.61,65.56,34.28,25.71,-2.01,44.04,1.24,0.93,-0.96,30.93,1.19,0.9,-3.73,29.85,1.49,1.12
48.08,18.84,9.04,11.86,0.86,67.45,34.59,25.94,-1.03,41.18,0.81,0.61,0.56,28.68,1.14,0.85,-3.61,28.2,1.43,1.07
48.07,17.99,8.46,11.83,0.27,66.38,33.68,25.26,-0.71,39.86,0.62,0.47,1.14,27.24,1.1,0.83,-3.55,27.27,1.4,1.05
48.02,17.85,8.33,11.56,0.28,66.4,33.74,25.3,-0.57,39,0.53,0.4,1.42,26.26,1.09,0.82,-3.5,26.62,1.4,1.05
48.2,18.01,8.26,11.43,0.28,66.61,33.21,24.91,-0.3,36.49,0.47,0.35,1.97,23.81,1.08,0.81,-3.38,24.81,1.39,1.05
48.38,18.62,8.26,11.33,0.23,66.29,32.76,24.57,-0.36,35.95,0.54,0.41,1.96,23.09,1.06,0.79,-3.21,21.95,1.31,0.98
48.26,18.49,8.26,11.23,0.12,66.8,32.05,24.04,-0.53,36.36,0.53,0.4,1.97,22.19,1.03,0.77,-3.17,21.36,1.19,0.89
48.2,17.83,8.18,11.16,0.03,66.36,31.75,23.81,-0.8,37.63,0.51,0.38,1.72,22.36,0.91,0.68,-3.17,21.42,0.94,0.7
48.02,17.68,8.12,11.02,0,65.42,32.29,24.22,-1.01,38,0.45,0.34,1.43,22.52,0.85,0.64,-3.17,21.31,0.91,0.68
47.89,17.59,8.05,10.91,0.02,64.96,32.71,24.53,-1.15,38.86,0.43,0.33,1.43,22.09,0.85,0.64,-3.04,19.08,0.88,0.66
47.61,17.43,8.05,10.86,0.02,64.04,33.11,24.83,-1.09,38.51,0.42,0.31,1.68,21.07,0.85,0.64,-2.93,17.15,0.86,0.64
47.41,17.09,8.05,10.8,0,63.54,33.93,25.45,-1.19,38.78,0.39,0.29,1.38,21.97,0.86,0.64,-3.02,18.68,0.76,0.57
47.43,16.56,7.98,10.54,0,63.04,34.74,26.05,-1,35.82,0.4,0.3,1.21,22.17,0.87,0.66,-3.26,22.77,0.57,0.42
47.45,15.92,7.9,10.42,0.35,62.93,35.06,26.29,-0.43,36.25,0.41,0.31,0.53,22.43,0.87,0.65,-6.65,25.12,0.52,0.39
47.65,15.51,7.76,10.4,0.33,63.17,35.12,26.34,-0.51,36.81,0.47,0.35,0.17,22.51,0.87,0.65,-7.21,25.93,0.42,0.31
47.84,15.54,7.7,10.29,0.52,63.47,34.6,25.95,0,35.45,0.64,0.48,0.28,18.32,0.77,0.58,-9.76,28.21,0.23,0.17
48.42,15.41,7.73,10.24,0.59,64.78,34.04,25.53,0.24,34.72,0.7,0.53,1.25,12.62,0.74,0.56,-10.84,26.73,0.21,0.15
49.28,15.8,7.68,10.07,0.66,65.43,32.52,24.39,0.57,33.5,0.75,0.56,2.81,7.52,0.52,0.39,-14.2,20.76,0.11,0.08
49.78,16.54,7.52,9.79,0.69,68.71,29.03,21.77,1.46,28.4,0.78,0.59,4.08,3.76,0.32,0.24,-21.34,4.33,0.14,0.11
50.51,17.14,7.08,9.5,0.65,69.26,28.48,21.36,1.7,26.01,0.8,0.6,5.86,0.38,0.13,0.1,-26.85,-3.44,0.28,0.21
51.02,16.78,6.73,9.46,0.62,69.86,27.89,20.92,1.79,25.04,0.84,0.63,6.12,-0.56,0.11,0.08,-27.66,-5.32,0.77,0.58
51.16,16.52,6.24,9.45,0.54,70.4,27.05,20.29,1.54,25.41,1.03,0.77,5.25,-0.22,0.08,0.06,-28.12,-5.16,0.77,0.58
51.11,15.79,6.1,9.42,0.38,70.87,26.29,19.71,0.99,26.4,1.07,0.8,2.72,1.77,0.06,0.04,-28.19,-3.6,0.7,0.52
51.18,14.83,5.93,9.34,0.34,70.78,26.18,19.64,0.77,27.3,1.1,0.83,1.71,4.79,0.03,0.02,-27.2,-0.42,0.66,0.49
50.54,13.5,5.78,9.16,0.22,70.16,26.29,19.72,0.28,28.55,1.26,0.94,-0.04,7.91,0.02,0,-25.02,5.06,0.66,0.49
49.62,13.04,5.88,8.91,0.13,68.38,29.47,22.1,-1.16,33.37,1.48,1.11,-2.97,18.05,0,0,-20.38,13.05,0.67,0.5
49.56,13.41,6.15,8.93,0.12,67.7,30.63,22.97,-2.29,36.85,1.82,1.36,-4.47,23.55,0.02,0.02,-16,18.62,0.71,0.53
49.28,14.23,6.85,9.07,0.09,67.13,32.8,24.6,-3.67,39.77,2.2,1.65,-5.78,27,0.12,0.09,-10.79,22.62,1.14,0.86
49,15.41,8.02,9.64,0.03,67.08,32.38,24.29,-4.26,41.94,2.2,1.65,-6.36,29.56,0.34,0.26,-8.16,27.44,1.68,1.26
48.81,18.27,10.3,10.19,0,66.97,32.05,24.04,-4.8,43.31,1.98,1.49,-7.51,31.57,0.36,0.27,-8.77,28.02,1.69,1.27
49.24,20.49,11.72,10.3,-0.12,68.03,31.72,23.79,-5.82,49.46,1.84,1.38,-8.87,35.98,0.36,0.27,-8.5,29.86,1.69,1.27
49.28,22.68,13.75,10.56,-0.29,68.45,31.54,23.65,-6.28,52.51,1.46,1.09,-8.98,38.81,0.34,0.26,-7.89,31.28,1.6,1.2
49.19,24.31,15.43,11.36,-0.38,68.44,31.63,23.72,-6.41,53.1,0.75,0.57,-8.96,38.69,0.34,0.26,-7.49,31.14,1.32,0.99
49.08,24.48,16.02,11.63,-0.46,68.07,32.45,24.34,-6.48,53.07,0.68,0.51,-9.05,38.82,0.34,0.26,-7.49,31.35,1.3,0.97
48.92,24.51,16.08,11.68,-0.45,67.13,32.75,24.57,-6.62,51.36,0.62,0.46,-9.27,37.63,0.34,0.26,-7.75,31.07,1.25,0.94
48.32,24.46,15.77,11.65,0.18,67.45,31.88,23.91,-5.63,42.14,0.7,0.53,-10.29,31.11,0.34,0.26,-17.54,20.62,1.26,0.94
48.62,24.05,14.08,10.74,0.21,69.02,28.62,21.46,-5.21,37.34,1.22,0.92,-12.06,24.39,0.34,0.25,-25.81,13.71,1.25,0.94
48.97,23.41,13.62,10.61,0.19,70.18,27.35,20.52,-5.57,36.14,2,1.5,-12.77,22.66,0.3,0.22,-27.09,11.75,1.19,0.89
49.66,23.13,11.83,10.36,0.16,72.51,24.21,18.16,-7.96,34.35,2.17,1.63,-18.19,19.58,0.07,0.06,-31.43,7.96,0.99,0.74
50.11,22.25,10.81,10.2,0.17,72.99,23.65,17.74,-8.95,34.26,2.17,1.62,-20.52,18.36,0.06,0.04,-32.96,6.32,0.77,0.58
50.27,21.17,10.12,10.09,0.16,73.27,23.19,17.39,-9.18,33.91,1.56,1.17,-21.19,17.91,0.06,0.05,-33.15,6.12,0.63,0.47
50.21,20.7,9.87,10.03,0.16,73.14,23.12,17.34,-9.34,33.55,1.47,1.1,-21.2,17.57,0.09,0.07,-32.86,5.98,0.58,0.43
50.07,20.41,9.82,9.83,0.16,72.93,23.33,17.5,-9.63,33.34,1.5,1.12,-21.24,17.1,0.14,0.1,-32.9,5.56,0.56,0.42
49.9,19.54,9.72,9.7,0.16,72.31,23.7,17.78,-9.85,32.12,1.61,1.21,-21.07,16.78,0.14,0.1,-32.71,5.49,0.56,0.42
49.48,18.26,9.38,9.68,0.17,71.46,24.68,18.51,-9.73,32.47,2.15,1.61,-20.1,17.51,0.13,0.1,-32.16,5.09,0.56,0.42
47.24,16.9,8.85,9.69,0.08,69.28,25.41,19.06,-0.93,29.56,3.61,2.71,0.08,12.21,0.14,0.1,-23.66,-0.68,0.56,0.42
46.72,16,8.47,9.73,0.67,67.93,27.3,20.48,0.97,31.58,3.73,2.8,4.3,13.58,0.11,0.08,-18.54,4.08,0.58,0.43
47.07,14.82,7.66,10,0.45,67.22,29.47,22.1,0,35.5,3.63,2.72,3.55,16.97,0.11,0.08,-11.97,9.73,0.64,0.48
47.27,14.89,7.67,9.99,0.21,66.95,31.36,23.52,-0.73,37.58,2.62,1.96,2.68,18.55,0.16,0.12,-7.08,12.75,0.64,0.48
47.21,14.89,7.72,9.87,0.12,66.76,32,24,-0.98,38.08,2.13,1.6,2.29,18.85,0.36,0.27,-6.03,13.27,0.66,0.49
47.19,14.82,8.06,9.69,0.03,66.65,32.44,24.33,-1.5,40.08,1.5,1.13,1.28,20.95,0.38,0.28,-3.49,15.31,0.68,0.51
47.08,14.89,8.26,9.68,0.03,66.45,32.57,24.42,-1.57,40.52,1.44,1.08,1.08,21.43,0.38,0.28,-3.28,15.91,0.68,0.51
47,14.22,8.26,9.67,-0.02,65.58,33.94,25.45,-1.98,43.61,1.19,0.9,0.4,23.98,0.38,0.28,-2.98,17.93,0.68,0.51
46.9,14.24,8.26,9.67,-0.15,65.42,34.61,25.96,-2.4,46.14,1.02,0.76,-0.37,26.23,0.38,0.28,-3.07,19.54,0.68,0.51
46.92,14.48,8.36,9.68,-0.16,65.39,36.11,27.08,-2.64,48.07,0.77,0.58,-0.95,28.46,0.38,0.28,-3.13,20.61,0.68,0.51
46.95,14.74,8.37,9.81,-0.21,65.61,37.88,28.41,-5.18,60.54,0.6,0.45,-5.98,39.29,0.38,0.28,-3.32,23.87,0.68,0.51
47.07,15.13,8.54,10.21,-0.29,66.11,39,29.25,-5.43,62.08,0.4,0.3,-6.6,40.8,0.29,0.22,-3.48,26.22,0.68,0.51
46.89,15.69,8.88,10.44,-0.27,66.04,39.97,29.98,-5.39,61.37,0.38,0.29,-6.43,39.86,0.28,0.21,-3.5,26.58,0.76,0.57
47.36,15.65,8.88,10.48,-0.25,66.1,40.17,30.13,-5.38,60.18,0.38,0.29,-6.55,40.6,0.28,0.21,-3.54,27.19,0.79,0.59
47.22,15.54,8.88,10.56,-0.28,65.47,41.34,31.01,-5.46,61.03,0.39,0.29,-6.83,41.96,0.28,0.21,-3.57,27.65,0.82,0.61
47.04,15.89,8.88,10.99,-0.41,63.92,43.71,32.78,-5.68,62.86,0.41,0.31,-7.5,44.52,0.37,0.28,-3.7,29.42,0.83,0.62
46.81,15.69,8.85,11.42,-0.44,63.35,45.86,34.39,-5.81,64.92,0.5,0.37,-7.79,45.26,0.39,0.3,-3.74,30.01,0.86,0.64
46.4,15.62,8.75,12.12,-0.38,63.42,47.32,35.49,-5.86,68.61,4.28,3.21,-12.08,70.65,0.43,0.33,-12.01,36.28,0.94,0.71
46.22,16.33,8.42,12.38,-0.18,64.74,47.73,35.79,-5.94,72.26,5.65,4.23,-12.13,71.59,0.7,0.52,-12.34,37.5,1.52,1.14
46.04,15.48,8.22,12.48,-0.3,64.34,48.61,36.46,-5.94,77.48,5.28,3.96,-12.18,73.85,1.11,0.83,-12.86,40.46,1.7,1.28
45.95,15.17,8.05,12.39,-0.34,64.84,49.89,37.42,-5.94,80.14,4.42,3.31,-12.25,75.85,1.17,0.88,-13.34,42.6,1.74,1.31
45.6,14.73,7.97,12.3,-0.35,65.71,50.56,37.92,-5.98,83.87,2.8,2.1,-12.42,81.85,1.18,0.88,-14.02,45.67,1.76,1.32
45.22,14.37,7.77,11.07,-0.33,65.71,53.54,40.15,-6.01,87.67,-0.19,-0.14,-12.58,85.61,1.19,0.89,-23.69,63.88,1.78,1.34
44.93,14.26,7.5,10.78,-0.3,65.88,54.36,40.77,-6.03,89.52,-2.66,-1.99,-12.6,89.28,1.23,0.92,-23.32,65.55,1.84,1.38
44.61,13.6,7.08,10.55,-0.25,66.53,55.89,41.92,-6.03,89.53,-2.87,-2.15,-12.6,87.65,1.43,1.07,-23.65,63.91,1.84,1.38
44.62,13.83,6.86,10.55,-0.22,67.49,55.33,41.5,-6.02,88.61,-2.86,-2.15,-12.58,83.37,1.48,1.11,-23.51,62,1.79,1.35
44.87,14.17,6.73,10.61,-0.17,68.42,52.81,39.61,-6.01,83.35,-1.19,-0.89,-12.57,76.89,1.5,1.12,-22.38,57.56,1.78,1.34
44.69,14.54,6.73,10.99,-0.12,68.26,50.04,37.53,-6.06,74.25,2.01,1.51,-12.59,66.62,1.47,1.1,-21.44,53.23,1.83,1.37
44.63,14.89,6.87,11.1,-0.09,67.84,48.79,36.59,-6.2,70.43,4.48,3.36,-12.72,61.43,1.42,1.07,-13.36,49.67,1.87,1.4
44.82,15.48,7.01,11.1,0,67.03,46.81,35.11,-6.53,66.41,4.77,3.58,-13.25,53.96,1.41,1.06,-12.24,43.29,1.85,1.39
45.04,15.58,7.01,11.07,0.07,66.78,43.05,32.29,-6.9,62.24,2.87,2.15,-13.96,48.04,1.34,1,-13.36,40.15,1.68,1.26
45.19,16.16,7.14,10.85,0.11,66.98,40.2,30.15,-7.1,59.82,1.89,1.41,-14.42,43.47,1.23,0.92,-14.15,37.44,1.22,0.92
45.33,16.77,7.14,10.51,0.16,67.31,35.92,26.94,-7.34,55.27,1.1,0.82,-15.66,36.57,0.92,0.69,-19.1,28.73,0.85,0.64
45.41,16.59,7.14,10.45,0.13,67.87,33.93,25.44,-7.57,52.81,0.79,0.6,-16.38,32.58,0.73,0.55,-25.05,15.95,0.74,0.55
45.57,16.15,7.15,10.12,0.1,68.44,31.16,23.37,-7.88,50.64,0.57,0.43,-17.69,29.33,0.43,0.32,-28.54,13.17,0.66,0.49
45.46,15.69,7.22,9.89,0.06,70.45,30.27,22.7,-8.03,49.69,0.46,0.34,-18.15,27.77,0.32,0.24,-29.83,11.57,0.65,0.49
45.63,15.9,7.39,9.43,0.15,71.53,28.14,21.11,-8.14,48.43,0.39,0.29,-18.55,26.17,0.22,0.16,-31.49,7.5,0.65,0.49
45.83,16.46,7.38,8.74,0.14,71.7,27.26,20.44,-8,47.89,0.34,0.26,-18.1,25.52,0.18,0.13,-33.69,0.66,0.65,0.48
45.9,16.78,7.38,8.65,0.14,71.67,26.78,20.08,-7.82,47.89,0.32,0.24,-17.66,25.38,0.17,0.13,-33.61,-0.25,0.62,0.46
46.16,16.63,7.27,8.62,0.13,71.51,25.9,19.43,-7.69,47.74,0.25,0.19,-17.26,25.43,0.15,0.11,-33.1,-0.69,0.58,0.43
46.2,16.34,7.08,8.62,0.13,71.07,25.5,19.13,-7.08,48.29,0.19,0.15,-15.61,27.89,0.13,0.1,-31.55,0.26,0.54,0.4
46.4,15.35,6.74,8.6,0.13,70.44,25.74,19.3,-6.57,48.52,0.18,0.14,-14.16,29.22,0.13,0.09,-29.89,2.1,0.52,0.39
46.61,14.43,6.23,8.56,0.21,69.91,26.19,19.64,-5.99,48.97,0.19,0.14,-12.68,31.15,0.1,0.08,-27.82,6.54,0.5,0.37
46.44,13.56,6.16,8.54,0.26,69.73,26.22,19.67,-5.6,48.64,0.21,0.16,-11.57,32.54,0.11,0.08,-23.32,14.29,0.52,0.39
46.4,13.61,6.1,8.39,0.27,69.93,26.4,19.8,-5.34,49.11,0.22,0.16,-10.58,34.85,0.12,0.09,-20.29,17.36,0.56,0.42
46.53,13.75,6.12,8.27,0.35,69.63,27.07,20.31,-4.91,49.36,0.26,0.19,-9.94,38.11,0.28,0.21,-18.32,19.18,0.85,0.64
46.55,13.57,6.15,8.25,0.38,69.51,27.55,20.66,-4.68,49.27,0.32,0.24,-9.76,38.69,0.6,0.45,-17.49,21.65,1.43,1.07
46.67,13.63,6.38,8.25,0.38,69.3,27.72,20.79,-4.59,50,0.5,0.38,-9.75,39.77,0.91,0.68,-15.39,26.94,2.44,1.83
46.84,14.09,7.08,8.23,0.34,69.09,28.13,21.1,-4.8,51.46,0.75,0.56,-10.18,41.92,1.25,0.94,-12.62,30.2,3.7,2.78
